contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
G01M_8588_V__2584	3410	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZO9_V__4589	6677	No	NA	9	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__3919	7932	No	NA	14	1	0	Low-quality	Genome-fragment	14.63	AAI-based (high-confidence)	0.0	1.0	
G01M_8418_V__10289	3718	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__8830	3341	No	NA	6	0	0	Low-quality	Genome-fragment	7.28	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_8200V__62	2514	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAM6_V__384	2605	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
MixRN4_V3__2060	6150	No	NA	10	1	0	Medium-quality	Genome-fragment	68.78	HMM-based (lower-bound)	0.0	1.0	
AZP1_V__592	18040	No	NA	33	12	0	Medium-quality	Genome-fragment	66.97	AAI-based (high-confidence)	0.0	1.0	
G01M_8520_V__9694	3112	No	NA	8	2	0	Low-quality	Genome-fragment	5.02	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__9000	4117	No	NA	6	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF1_V__2087	2785	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__7246	8149	No	NA	15	3	1	Low-quality	Genome-fragment	19.45	AAI-based (medium-confidence)	0.0	1.0	
AZE2_V__373	10699	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX6_V__3004	13415	No	NA	18	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8337_V__5984	9643	Yes	5898	20	2	5	Low-quality	Genome-fragment	5.45	HMM-based (lower-bound)	38.84	1.0	low-confidence Provirus
G21F_7878_V2__510	5861	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__8769	2910	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY6_V__844	6506	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7947_V5__5784	40562	No	NA	57	1	15	Low-quality	Genome-fragment	36.94	HMM-based (lower-bound)	0.0	1.0	
BAL2_V__710	2560	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAM2_V__4422	2839	No	NA	6	3	0	Low-quality	Genome-fragment	7.42	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__9624	2709	No	NA	1	1	0	Low-quality	Genome-fragment	6.18	AAI-based (high-confidence)	0.0	1.0	
AZB2_V__4900	3323	No	NA	5	0	2	Low-quality	Genome-fragment	1.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7937V__907	19031	No	NA	22	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8414_V__1251	7331	No	NA	9	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8067V__6640	2617	No	NA	4	2	0	Low-quality	Genome-fragment	4.78	AAI-based (medium-confidence)	0.0	1.0	
G01M_8519_V__1825	15226	No	NA	17	5	0	Low-quality	Genome-fragment	33.28	AAI-based (high-confidence)	0.0	1.0	
BAJ6_V__1446	3215	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__820	6038	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY1_V__9337	4002	No	NA	6	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW0_V__6629	9184	No	NA	9	2	0	Low-quality	Genome-fragment	7.78	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__2755	63906	No	NA	72	3	35	Medium-quality	Genome-fragment	53.88	HMM-based (lower-bound)	0.0	1.0	
G21F_7946_V4__4717	2775	No	NA	4	2	0	Low-quality	Genome-fragment	7.08	AAI-based (medium-confidence)	0.0	1.0	
G03J_7944_V3__5114	16284	No	NA	17	14	0	Low-quality	Genome-fragment	43.49	AAI-based (high-confidence)	0.0	1.0	
BAC3_V__4912	2588	No	NA	5	1	0	Low-quality	Genome-fragment	7.14	AAI-based (high-confidence)	0.0	1.0	
G01M_8068_V__305	14330	No	NA	24	3	0	Low-quality	Genome-fragment	29.61	AAI-based (high-confidence)	0.0	1.0	
G01M_8590_V__2936	27067	No	NA	43	17	1	Medium-quality	Genome-fragment	67.99	AAI-based (high-confidence)	0.0	1.0	
BAD1_V__3291	15340	No	NA	14	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX3_V__1992	34718	No	NA	60	11	2	Low-quality	Genome-fragment	47.33	AAI-based (high-confidence)	0.0	1.0	
G01M_8768_V__9521	2856	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__4332	8910	No	NA	14	1	0	Low-quality	Genome-fragment	10.27	AAI-based (high-confidence)	0.0	1.0	
BAW1_V__5386	5316	No	NA	7	5	0	Low-quality	Genome-fragment	10.86	AAI-based (high-confidence)	0.0	1.0	
G23J_8062V__5290	2908	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__2132	3623	No	NA	4	4	0	Low-quality	Genome-fragment	7.8	HMM-based (lower-bound)	0.0	1.0	
G01M_8653_V__3466	17467	No	NA	20	0	13	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8349_V__7225	4839	No	NA	10	0	0	Low-quality	Genome-fragment	11.97	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
AZB2_V__3971	42356	No	NA	55	0	14	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8067V__9051	2555	No	NA	6	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZB2_V__10268	3613	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V9__1555	39048	No	NA	60	27	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
BBD0_V__9365	17259	No	NA	15	0	5	Low-quality	Genome-fragment	14.27	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
AZV1_V__5177	3927	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__6809	3849	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__5828	14332	No	NA	12	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAJ6_V__643	51757	No	NA	57	1	12	Low-quality	Genome-fragment	34.79	HMM-based (lower-bound)	0.0	1.0	
G21F_7876_V1__9582	3189	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__1581	56861	No	NA	75	15	3	Medium-quality	Genome-fragment	76.64	HMM-based (lower-bound)	0.0	1.0	
G01M_8520_V__3244	5061	No	NA	7	1	0	Low-quality	Genome-fragment	8.87	AAI-based (high-confidence)	0.0	1.0	
G23J_8062V__6620	4986	No	NA	7	0	0	Low-quality	Genome-fragment	8.75	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J7927V1__4011	67328	No	NA	94	11	1	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
G23J_7937V__1368	10214	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__2650	13509	No	NA	15	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAC3_V__4859	3662	No	NA	7	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__7592	15371	Yes	3496	20	2	11	Low-quality	Genome-fragment	8.87	AAI-based (medium-confidence)	77.26	1.0	
G23J_7940V__5737	96986	No	NA	159	26	5	Medium-quality	Genome-fragment	67.07	AAI-based (high-confidence)	0.0	1.0	
BAX2_V__6760	13091	No	NA	16	0	10	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8519_V__5446	37414	No	NA	62	19	2	High-quality	High-quality	92.97	AAI-based (high-confidence)	0.0	1.0	
G01M_8349_V__5624	2553	No	NA	6	1	0	Low-quality	Genome-fragment	5.56	AAI-based (high-confidence)	0.0	1.0	
G23J_8030V__2110	172395	No	NA	269	117	1	High-quality	High-quality	100.0	AAI-based (medium-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
MixRN7_V4__1059	28959	No	NA	25	0	9	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8067V__2276	2654	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__2464	11405	No	NA	14	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__7838	7992	No	NA	17	6	0	Low-quality	Genome-fragment	17.83	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__5415	146766	No	NA	133	5	41	High-quality	High-quality	98.3	HMM-based (lower-bound)	0.0	1.0	
BAL2_V__9449	6729	No	NA	11	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J7928V2__3751	6554	No	NA	16	1	0	Low-quality	Genome-fragment	16.84	AAI-based (high-confidence)	0.0	1.0	
G01M_8519_V__3137	14470	No	NA	18	2	0	Low-quality	Genome-fragment	32.92	AAI-based (high-confidence)	0.0	1.0	
AZX4_V__147	3271	No	NA	4	3	0	Low-quality	Genome-fragment	8.62	AAI-based (high-confidence)	0.0	1.0	
BAF2_V__3815	3128	No	NA	12	3	0	Low-quality	Genome-fragment	8.12	AAI-based (high-confidence)	0.0	1.0	
G01M_8197_V__9387	7090	No	NA	7	6	0	Low-quality	Genome-fragment	15.74	AAI-based (high-confidence)	0.0	1.0	
G01M_8193_V__1454	128533	No	NA	144	4	81	High-quality	High-quality	97.26	HMM-based (lower-bound)	0.0	1.0	
G01M_8520_V__560	156183	Yes	73783	204	32	80	Complete	High-quality	100.0	Provirus (high-confidence)	52.76	1.0	contig >1.5x longer than expected genome length
BBD2_V__681	7730	No	NA	10	3	0	Low-quality	Genome-fragment	13.33	AAI-based (high-confidence)	0.0	1.0	
BAH1_V__1045	35589	No	NA	36	0	20	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__758	3014	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__2295	2724	No	NA	6	1	0	Low-quality	Genome-fragment	4.78	AAI-based (high-confidence)	0.0	1.0	
G03J_7872_V1__6476	3819	No	NA	9	2	0	Low-quality	Genome-fragment	8.8	AAI-based (high-confidence)	0.0	1.0	
G23J_8064V__4175	7674	No	NA	9	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAC3_V__2220	8567	No	NA	12	5	0	Low-quality	Genome-fragment	18.59	AAI-based (high-confidence)	0.0	1.0	
G23J_8195V__1883	5591	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__6542	9014	No	NA	12	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V18__37	5557	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZC3_V__7888	2620	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBF1_V__7769	18619	No	NA	18	14	0	Low-quality	Genome-fragment	30.51	AAI-based (high-confidence)	0.0	1.0	
G01M_8396_V__5697	2735	No	NA	3	0	0	Low-quality	Genome-fragment	6.07	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__6748	14891	No	NA	23	2	0	Low-quality	Genome-fragment	28.83	HMM-based (lower-bound)	0.0	1.0	
BAC3_V__4607	14488	No	NA	18	10	0	Low-quality	Genome-fragment	36.18	AAI-based (medium-confidence)	0.0	1.0	
G21F_7947_V5__681	58181	No	NA	80	13	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G21F_7881_V3__8092	3232	No	NA	4	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__558	2665	No	NA	3	3	0	Low-quality	Genome-fragment	5.38	AAI-based (high-confidence)	0.0	1.0	
BAX4_V__5842	153708	No	NA	133	1	81	Medium-quality	Genome-fragment	79.35	HMM-based (lower-bound)	0.0	1.0	
BAH1_V__8033	6381	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8653_V__1977	5875	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF8_V__1753	11023	No	NA	13	12	0	Low-quality	Genome-fragment	35.82	AAI-based (high-confidence)	0.0	1.0	
BBD0_V__9400	2819	No	NA	4	0	4	Low-quality	Genome-fragment	7.7	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8337_V__4277	3168	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAS3_V__1727	3401	No	NA	1	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAD2_V__1553	17936	No	NA	22	8	0	High-quality	High-quality	94.26	AAI-based (medium-confidence)	0.0	1.0	
G23J_7937V__2306	10116	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V11__6883	34050	No	NA	59	55	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
BAJ6_V__8633	3360	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH14_V__6878	3267	No	NA	4	0	2	Low-quality	Genome-fragment	3.83	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8519_V__3024	2888	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__8159	34383	No	NA	79	34	0	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__1058	43634	No	NA	71	17	1	High-quality	High-quality	97.22	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__98	11179	No	NA	8	0	8	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__5408	103159	No	NA	134	25	3	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	
G21F_7878_V2__541	9329	No	NA	13	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8349_V__8820	3711	No	NA	2	2	0	Low-quality	Genome-fragment	9.58	AAI-based (high-confidence)	0.0	1.0	
AWG1_V__304	22719	No	NA	36	5	0	Low-quality	Genome-fragment	43.59	AAI-based (high-confidence)	0.0	1.0	
BAF1_V__4297	3303	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8190_V__6696	4186	No	NA	6	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAC7_V__1777	48261	No	NA	66	21	0	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G18F_V11__1555	33357	No	NA	51	25	0	High-quality	High-quality	91.65	AAI-based (high-confidence)	0.0	1.0	
G01M_8520_V__5744	25383	Yes	18881	34	3	6	Low-quality	Genome-fragment	44.08	AAI-based (medium-confidence)	25.62	1.0	
G23J_8060V__5793	6363	No	NA	9	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAL2_V__611	2799	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7878_V2__1034	3371	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZK1_V__5464	258858	No	NA	346	62	9	High-quality	High-quality	99.34	HMM-based (lower-bound)	0.0	1.0	
AZP2_V__6144	3810	No	NA	2	0	0	Low-quality	Genome-fragment	7.16	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BBD0_V__3998	3303	No	NA	5	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7881_V3__9441	25557	No	NA	26	8	2	Low-quality	Genome-fragment	34.12	AAI-based (high-confidence)	0.0	1.0	
G23J_7936V__4796	3105	No	NA	7	1	0	Low-quality	Genome-fragment	7.86	AAI-based (high-confidence)	0.0	1.0	
AZB2_V__9548	3889	No	NA	5	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8064V__6578	4449	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__9114	2584	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__4684	2911	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAW1_V__4199	4718	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_8060V__9207	7361	No	NA	10	3	1	Low-quality	Genome-fragment	17.07	AAI-based (high-confidence)	0.0	1.0	
G01M_8414_V__3275	2548	No	NA	2	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7940V__9415	2546	No	NA	3	0	0	Low-quality	Genome-fragment	3.12	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__6235	83219	No	NA	121	49	5	High-quality	High-quality	100.0	AAI-based (high-confidence)	0.0	1.0	contig >1.5x longer than expected genome length
G01M_8418_V__9904	11937	No	NA	9	0	7	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G21F_7876_V1__6509	2557	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__4311	4950	No	NA	7	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX1_V__6745	2995	No	NA	6	4	0	Low-quality	Genome-fragment	7.76	AAI-based (high-confidence)	0.0	1.0	
BAL2_V__4952	2548	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY1_V__6180	78186	Yes	9838	89	2	38	Low-quality	Genome-fragment	14.83	AAI-based (medium-confidence)	87.42	1.0	
BAC7_V__1883	5693	No	NA	9	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
BAY1_V__918	15645	No	NA	19	1	5	Low-quality	Genome-fragment	14.25	HMM-based (lower-bound)	0.0	1.0	
G23J_8060V__1569	10253	No	NA	19	5	0	Low-quality	Genome-fragment	16.76	AAI-based (high-confidence)	0.0	1.0	
AZX2_V__6372	4134	No	NA	5	3	0	Low-quality	Genome-fragment	10.66	AAI-based (high-confidence)	0.0	1.0	
G23J_8067V__4390	2660	No	NA	6	1	0	Low-quality	Genome-fragment	4.59	AAI-based (high-confidence)	0.0	1.0	
G21F_7946_V4__5279	3042	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected; low-confidence DTR
AZE2_V__9865	3966	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX2_V__6837	18269	No	NA	21	0	7	Low-quality	Genome-fragment	20.74	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BBN3_V__7133	2960	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__83	5713	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBD0_V__7692	2640	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7937V__890	2590	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7924V__8907	2813	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BBN3_V__6598	4219	No	NA	4	0	3	Low-quality	Genome-fragment	3.97	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
BCL5_V__2828	5314	No	NA	12	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY6_V__5543	3630	No	NA	6	0	0	Low-quality	Genome-fragment	8.55	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8520_V__41	34245	No	NA	58	14	2	Complete	High-quality	100.0	DTR (high-confidence)	0.0	1.0	
G23J_8060V__410	6369	No	NA	7	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAF3_V__6362	2852	No	NA	5	1	0	Low-quality	Genome-fragment	9.2	HMM-based (lower-bound)	0.0	1.0	
G23J_7937V__6757	38836	No	NA	45	0	17	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAY6_V__2009	11056	No	NA	19	7	0	Low-quality	Genome-fragment	28.42	AAI-based (high-confidence)	0.0	1.0	
G21F_7876_V1__8892	33065	No	NA	33	0	19	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8190_V__311	20569	No	NA	17	1	0	Low-quality	Genome-fragment	18.78	AAI-based (high-confidence)	0.0	1.0	
AZV1_V__10045	3176	No	NA	3	0	1	Low-quality	Genome-fragment	7.19	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7933V__288	3301	No	NA	4	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7940V__9954	3847	No	NA	5	0	1	Low-quality	Genome-fragment	5.85	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G01M_8588_V__6341	2625	No	NA	3	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZX4_V__107	2664	No	NA	2	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX2_V__184	11067	No	NA	14	13	0	Low-quality	Genome-fragment	29.02	AAI-based (high-confidence)	0.0	1.0	
BAH14_V__7407	17962	No	NA	17	0	12	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
MixSK5_V5__8102	5377	No	NA	7	5	0	Low-quality	Genome-fragment	14.7	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__2084	118092	No	NA	155	25	7	High-quality	High-quality	94.18	AAI-based (high-confidence)	0.0	1.0	
G01M_8197_V__315	31849	No	NA	35	0	21	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AWG0_V__4550	5310	No	NA	8	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G05A_8347_V6__1555	29612	No	NA	47	21	1	Medium-quality	Genome-fragment	81.36	AAI-based (high-confidence)	0.0	1.0	
G21F_7947_V5__8592	2564	No	NA	4	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G18F_V12__8913	3424	No	NA	2	2	0	Low-quality	Genome-fragment	9.27	AAI-based (high-confidence)	0.0	1.0	
G01M_8520_V__6257	4362	No	NA	5	0	3	Low-quality	Genome-fragment	11.1	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G23J_7937V__4975	5646	No	NA	9	0	2	Low-quality	Genome-fragment	5.99	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
BAH14_V__4251	2813	No	NA	3	0	1	Low-quality	Genome-fragment	5.08	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_8060V__3115	5874	No	NA	7	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8399_V__3923	10752	No	NA	7	0	4	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J7928V2__10242	4656	No	NA	1	0	0	Low-quality	Genome-fragment	8.04	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_7940V__7512	2769	No	NA	4	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8363_V__37	20798	No	NA	24	0	6	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G01M_8520_V__4384	7399	No	NA	6	0	5	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAX4_V__322	80183	No	NA	80	1	34	Low-quality	Genome-fragment	43.49	HMM-based (lower-bound)	0.0	1.0	
G01M_8337_V__9981	3024	No	NA	5	0	0	Low-quality	Genome-fragment	7.6	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G21F_7947_V5__2830	2645	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
AZT2_V__5367	2513	No	NA	2	2	0	Low-quality	Genome-fragment	5.93	AAI-based (high-confidence)	0.0	1.0	
BBD0_V__7335	2518	No	NA	4	0	0	Low-quality	Genome-fragment	2.55	AAI-based (high-confidence)	0.0	1.0	no viral genes detected
G21F_7878_V2__879	6672	No	NA	5	0	1	Low-quality	Genome-fragment	12.84	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
G23J_8064V__5115	3471	No	NA	5	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
G23J_7936V__7680	2643	No	NA	3	0	2	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
BAH4_V__244	142761	No	NA	160	0	99	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
